record_id	qualifying_dimension_codes
101	LD TT FA PSR REL ELE MC MT ECO POL VEC NE
102	LD TT SWT FA PSR REL OP MC MT POL CSG KT VEC NE
103	LD TT ENV SWT FA PSR REL ELE FS MC WW POL CSG AMP VEC NE
104	LD TT ENV FA PSR REL ELE WW POL VEC NE
105	LD TT ENV SWT FL FA PSR REL OP COA ECO POL AMP VEC NE
106	LD TT FL PSR REL ELE ECO POL RR VEC NE
107	LD TT SWT PSR REL ELE POL VEC NE
108	LD TT ENV FL PSR REL OP MC ECO POL CSG AMP VEC NE
109	LD TT ENV FL FA PSR REL OP FS MC WW MT SBE ECO POL CSG AMP VEC NE
110	LD TT ENV PSR REL ELE WW SBE ECO POL CSG AMP VEC NE
111	LD TT ENV FL PSR REL ELE WW POL FGK AMP VEC NE
112	LD TT ENV SWT PSR REL ELE MC WW POL FGK DMM AMP VEC NE
113	LD TT ENV PSR REL ELE FS COA ECO POL FGK DMM VEC NE
114	LD TT ENV FA PSR REL ELE FS MC MT ECO POL DMM VEC NE
115	LD TT ENV FA PSR REL ELE FS MC ECO POL CSG AMP DMM VEC NE
116	LD TT ENV SWT FL FA PSR REL ELE OP FS COA MC MT SBE ECO TRD POL CSG FGK DMM VEC NE
117	LD TT ENV SWT FL FA PSR REL OP SBE POL CSG FGK VEC NE
118	LD TT ENV SWT PSR REL MC WW MT POL DMM VEC NE
119	LD TT ENV SWT FL FA PSR REL OP FS ECO POL DMM VEC NE
120	LD TT ENV SWT FL FA PSR REL OP FS MC SBE ECO POL CSG FGK AMP DMM VEC NE
121	LD TT PSR REL ELE ECO POL CSG AMP KT VEC NE
122	LD TT ENV SWT PSR REL ELE FS ECO POL CSG FGK RR VEC NE
123	LD TT ENV SWT PSR REL COA MC MT ECO POL AMP VEC NE
124	LD TT ENV SWT PSR REL ELE ECO POL AMP VEC NE
125	LD TT ENV SWT FA PSR REL ELE OP FS MC WW MT POL CSG VEC NE
126	LD TT ENV SWT PSR REL COA MC WW MT SBE ECO POL CSG AMP VEC NE
127	LD TT ENV FA PSR REL ELE FS COA MC SBE ECO POL CSG FGK AMP VEC NE
128	LD TT ENV SWT FL FA PSR REL MC POL CSG AMP VEC NE
129	LD TT ENV FL FA PSR REL ELE FS MC ECO POL CSG AMP VEC NE
130	LD TT ENV FA PSR REL COA MC WW ECO POL CSG AMP VEC NE
131	LD TT ENV SWT FA PSR REL COA MC WW ECO POL AMP VEC NE
132	LD TT ENV FL FA PSR REL ELE POL VEC NE
133	LD TT ENV SWT FA PSR REL ELE COA MT ECO POL FGK AMP VEC NE
134	LD TT PSR REL ECO POL RR KT VEC NE TIR
135	LD TT ENV FA PSR REL ELE COA MC MT ECO POL CSG AMP VEC NE
136	LD TT ENV SWT PSR REL ELE FS COA ECO POL CSG FGK AMP VEC BH NE
137	LD TT ENV SWT FL PSR REL OP ECO POL FGK VEC NE
138	LD TT ENV FA PSR REL ELE COA MC MT ECO POL FGK AMP VEC NE
139	LD TT ENV PSR REL ELE COA MC WW POL CSG FGK AMP VEC BH NE
140	LD TT ENV FA PSR REL FS ECO POL CSG AMP VEC NE
141	LD TT ENV FA PSR REL ELE FS COA MC MT ECO POL CSG AMP RR VEC NE
142	LD TT ENV SWT PSR REL OP ECO POL WW VEC NE
143	LD TT ENV SWT FL PSR REL ELE OP FS RR FGK VEC BH NE
144	LD TT ENV SWT FL PSR REL ELE COA MC MT SBE FGK AMP VEC BH NE
145	LD TT SWT FA PSR REL ELE COA MC MT FGK AMP VEC BH NE
146	LD TT ENV FA PSR REL ELE COA MC MT ECO FGK AMP VEC BH NE
147	LD TT ENV SWT FL PSR REL ELE COA MC MT FGK AMP VEC BH NE
148	LD TT ENV FA PSR REL ELE MC MT SBE ECO POL CSG AMP VEC NE
149	LD TT SWT PSR REL ECO POL AMP KT VEC NE
150	LD TT ENV SWT FL FA PSR REL ELE OP FS COA MC ECO POL CSG AMP VEC BH NE
